제목,주최사,url,장소,장르,시작일,종료일,등록일
(임)기업은행,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=46020,IBK챔버홀,뮤지컬,2022-12-08,2022-12-08,2021-04-07
예모아 콘서트,-,https://www.sac.or.kr/site/main/show/show_view?SN=45224,리사이틀홀,뮤지컬,2022-12-08,2022-12-08,2021-02-05
퍼커션 듀오 YOUNG 리사이틀,,https://www.sac.or.kr/site/main/show/show_view?SN=46942,인춘아트홀,실내악,2022-12-08,2022-12-08,2021-08-12
모스틀리 필하모닉 오케스트라 정기연주회,모스틀리 뮤직,https://www.sac.or.kr/site/main/show/show_view?SN=46621,콘서트홀,클래식,2022-12-07,2022-12-07,2021-07-16
고마음 피아노 리사이틀,,https://www.sac.or.kr/site/main/show/show_view?SN=48562,인춘아트홀,독주,2022-12-07,2022-12-07,2022-05-24
AYAF Ensemble 송년음악회,AYAF Ensemble,https://www.sac.or.kr/site/main/show/show_view?SN=46619,IBK챔버홀,실내악,2022-12-07,2022-12-07,2021-07-16
김민정 귀국 피아노 독주회,이든예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=46620,리사이틀홀,독주,2022-12-07,2022-12-07,2021-07-15
세쿠 & 이사타 카네-메이슨,(주)마스트미디어,https://www.sac.or.kr/site/main/show/show_view?SN=46623,IBK챔버홀,클래식,2022-12-06,2022-12-06,2021-07-16
바이에른 방송교향악단,(주)빈체로,https://www.sac.or.kr/site/main/show/show_view?SN=46622,콘서트홀,클래식,2022-12-06,2022-12-06,2021-07-15
최현진 피아노 독주회,이든예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=46943,인춘아트홀,독주,2022-12-06,2022-12-06,2021-08-13
임홍균 바이올린 독주회,(주)마스트미디어,https://www.sac.or.kr/site/main/show/show_view?SN=46624,리사이틀홀,독주,2022-12-06,2022-12-06,2021-07-14
에릭 루 피아노 리사이틀,(주)마스트미디어,https://www.sac.or.kr/site/main/show/show_view?SN=47273,IBK챔버홀,독주,2022-12-06,2022-12-06,2021-10-22
한국공연예술경영협회 창립 40주년 기념음악회,(사)한국공연예술경영인협회,https://www.sac.or.kr/site/main/show/show_view?SN=49087,콘서트홀,교향곡,2022-12-06,2022-12-06,2022-07-29
권오현 귀국 비올라 독주회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=46627,리사이틀홀,독주,2022-12-04,2022-12-04,2021-07-15
최윤경 귀국 바이올린 독주회,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=46626,리사이틀홀,독주,2022-12-04,2022-12-04,2021-07-15
더 뉴 바로크 컴퍼니 프로젝트 #8,-,https://www.sac.or.kr/site/main/show/show_view?SN=46628,IBK챔버홀,실내악,2022-12-04,2022-12-04,2021-07-15
피아니스트 박영희의 ‘동상이몽(同想異夢) V,(주)마스트미디어,https://www.sac.or.kr/site/main/show/show_view?SN=46944,인춘아트홀,독주,2022-12-04,2022-12-04,2021-08-13
한화클래식 2022: 율리아 레즈네바와 베니스 바로크 오케스트라,한화,https://www.sac.or.kr/site/main/show/show_view?SN=46625,콘서트홀,클래식,2022-12-04,2022-12-04,2021-07-14
피아니스트 서혜경 콘서트,"재단법인 성정문화재단, 모네상스",https://www.sac.or.kr/site/main/show/show_view?SN=48644,IBK챔버홀,클래식,2022-12-03,2022-12-03,2022-05-27
지음지기 브라스 콰이어 여덟 번째 이야기,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=46629,IBK챔버홀,실내악,2022-12-03,2022-12-03,2021-07-15
김효정 플루트 독주회,조인클래식,https://www.sac.or.kr/site/main/show/show_view?SN=46631,리사이틀홀,독주,2022-12-03,2022-12-03,2021-07-16
한화클래식 2022: 율리아 레즈네바와 베니스 바로크 오케스트라,,https://www.sac.or.kr/site/main/show/show_view?SN=46633,콘서트홀,클래식,2022-12-03,2022-12-03,2021-07-14
예술교육부-토요+향상,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=46482,인춘아트홀,뮤지컬,2022-12-03,2022-12-03,2021-07-29
화음챔버오케스트라 그림책 음악회,,https://www.sac.or.kr/site/main/show/show_view?SN=46632,리사이틀홀,실내악,2022-12-03,2022-12-03,2021-07-16
서울사이버대학교 피아노과 교수 음악회,서울사이버대학교 피아노과,https://www.sac.or.kr/site/main/show/show_view?SN=46630,IBK챔버홀,실내악,2022-12-03,2022-12-03,2021-07-14
스페셜데이 콘서트,-,https://www.sac.or.kr/site/main/show/show_view?SN=45580,콘서트홀,뮤지컬,2022-12-02,2022-12-02,2021-02-09
제 2회 앙상블 카두시우스 정기연주회,앙상블 카두시우스,https://www.sac.or.kr/site/main/show/show_view?SN=48521,인춘아트홀,크로스오버,2022-12-02,2022-12-02,2022-04-22
음악극 [슈베르트와 겨울나그네],탑스테이지,https://www.sac.or.kr/site/main/show/show_view?SN=47814,콘서트홀,클래식,2022-12-02,2022-12-02,2022-02-11
임성윤 바이올린 독주회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=46635,리사이틀홀,독주,2022-12-02,2022-12-02,2021-07-15
바리톤 이응광의 <겨울 나그네>,무지크브로이,https://www.sac.or.kr/site/main/show/show_view?SN=46634,IBK챔버홀,클래식,2022-12-02,2022-12-02,2021-07-15
손열음의 커튼콜,주식회사 파이플랜즈,https://www.sac.or.kr/site/main/show/show_view?SN=47815,콘서트홀,클래식,2022-12-01,2022-12-01,2022-02-10
수에뇨 탱고의 밤,수에뇨,https://www.sac.or.kr/site/main/show/show_view?SN=48585,인춘아트홀,실내악,2022-12-01,2022-12-01,2022-05-27
손주앙 귀국 색소폰 독주회,(주)마스트미디어,https://www.sac.or.kr/site/main/show/show_view?SN=46636,리사이틀홀,독주,2022-12-01,2022-12-01,2021-07-14
첼리스트 김민지 바흐 무반주 전곡 리사이틀,(주)스테이지원,https://www.sac.or.kr/site/main/show/show_view?SN=47816,IBK챔버홀,독주,2022-12-01,2022-12-01,2022-02-11
"풍만함의 미학, 보테리즘 [페르난도 보테로 회고전]",주식회사 씨씨오씨,https://www.sac.or.kr/site/main/show/show_view?SN=46434,한가람미술관,뮤지컬,2022-12-01,2023-04-02,2021-07-07
스페셜데이 콘서트,-,https://www.sac.or.kr/site/main/show/show_view?SN=45389,콘서트홀,뮤지컬,2022-12-01,2022-12-01,2021-02-09
조이오브스트링스 창단 25주년 기념음악회,(사)조이오브스트링스,https://www.sac.or.kr/site/main/show/show_view?SN=46637,IBK챔버홀,실내악,2022-12-01,2022-12-01,2021-07-16
최고위과정 2기 예정,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=50001,인춘아트홀,뮤지컬,2022-12-01,2022-12-01,2021-11-30
국립오페라단 정기공연 4 <라보엠>,국립오페라단,https://www.sac.or.kr/site/main/show/show_view?SN=45166,오페라극장,오페라,2022-12-01,2022-12-04,2020-12-24
거주자 우선 주차구역,사)한국연극협회,https://www.sac.or.kr/site/main/show/show_view?SN=49164,자유소극장,연극,2022-11-30,2022-12-04,2022-09-13
크리스티안 틸레만 & 베를린 슈타츠카펠레,"SBS, (주)마스트미디어",https://www.sac.or.kr/site/main/show/show_view?SN=48523,콘서트홀,교향곡,2022-11-30,2022-11-30,2022-04-20
박민 바이올린 독주회,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=46945,인춘아트홀,독주,2022-11-30,2022-11-30,2021-08-13
2022 예술의전당 아티스트 라운지 (11월),예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=45422,IBK챔버홀,클래식,2022-11-30,2022-11-30,2021-02-17
2022 대한민국 실내악 작곡제전 V,,https://www.sac.or.kr/site/main/show/show_view?SN=46639,리사이틀홀,실내악,2022-11-30,2022-11-30,2021-07-16
신세계 클래식 페스티벌,신세계,https://www.sac.or.kr/site/main/show/show_view?SN=48522,콘서트홀,교향곡,2022-11-29,2022-11-29,2022-04-20
2022 스트라드 콩쿠르 위너 콘서트,(주)마스트미디어,https://www.sac.or.kr/site/main/show/show_view?SN=47519,인춘아트홀,독주,2022-11-29,2022-11-29,2021-12-16
곽지승 플루트 독주회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=46641,리사이틀홀,독주,2022-11-29,2022-11-29,2021-07-15
"김응수, 크리스토퍼 박 듀오 리사이틀","WCN코리아(주), 피트뮤직",https://www.sac.or.kr/site/main/show/show_view?SN=47274,IBK챔버홀,독주,2022-11-29,2022-11-29,2021-10-22
이솔 피아노 독주회,투픽스,https://www.sac.or.kr/site/main/show/show_view?SN=46946,인춘아트홀,독주,2022-11-29,2022-11-29,2021-08-09
어니스트 필하모닉 오케스트라 제14회 정기연주회,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=46640,콘서트홀,교향곡,2022-11-29,2022-11-29,2021-07-16
나재령 플루트 독주회,플룻샵,https://www.sac.or.kr/site/main/show/show_view?SN=50002,리사이틀홀,독주,2022-11-27,2022-11-27,2022-07-29
이현진 피아노 리사이틀,(주)스톰프뮤직,https://www.sac.or.kr/site/main/show/show_view?SN=47520,인춘아트홀,클래식,2022-11-27,2022-11-27,2021-12-16
기주희 바이올린 독주회,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=46644,리사이틀홀,독주,2022-11-27,2022-11-27,2021-07-16
[파가니니 탄생 240주년] 리스트와 쇼팽이 추억하는 파가니니,(주)스톰프뮤직,https://www.sac.or.kr/site/main/show/show_view?SN=46642,콘서트홀,클래식,2022-11-27,2022-11-27,2021-07-16
건우회 제10회 정기연주회,건우회,https://www.sac.or.kr/site/main/show/show_view?SN=46645,IBK챔버홀,실내악,2022-11-27,2022-11-27,2021-07-13
홍서현 귀국 첼로 독주회,이든예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=46646,리사이틀홀,독주,2022-11-26,2022-11-26,2021-07-15
이영주&구태우의 소소살롱,"예술의전당, 한국문화예술위원회",https://www.sac.or.kr/site/main/show/show_view?SN=45217,리사이틀홀,크로스오버,2022-11-26,2022-11-26,2021-02-05
"플루트랩, 세번째 프로젝트",플루트아트센터,https://www.sac.or.kr/site/main/show/show_view?SN=49091,IBK챔버홀,실내악,2022-11-26,2022-11-26,2022-07-29
2022 헨레 피아노 콩쿠르 위너 콘서트,(주)마스트미디어,https://www.sac.or.kr/site/main/show/show_view?SN=47521,인춘아트홀,기타,2022-11-26,2022-11-26,2021-12-16
박혜지 타악기 리사이틀,(주)더브릿지컴퍼니,https://www.sac.or.kr/site/main/show/show_view?SN=46647,IBK챔버홀,독주,2022-11-26,2022-11-26,2021-07-15
문화햇살콘서트,-,https://www.sac.or.kr/site/main/show/show_view?SN=45187,IBK챔버홀,뮤지컬,2022-11-26,2022-11-26,2021-02-04
어벤져스 히어로즈 VS 빌런즈 영화음악 콘서트,(주)스톰프뮤직,https://www.sac.or.kr/site/main/show/show_view?SN=46648,콘서트홀,클래식,2022-11-26,2022-11-26,2021-07-14
이보미 피아노 독주회,(주)마스트미디어,https://www.sac.or.kr/site/main/show/show_view?SN=46650,리사이틀홀,독주,2022-11-25,2022-11-25,2021-07-15
필하모니 코리아 창단연주회,(주)더브릿지컴퍼니,https://www.sac.or.kr/site/main/show/show_view?SN=47817,콘서트홀,교향곡,2022-11-25,2022-11-25,2022-02-11
제32회 서울레이디스싱어즈 정기연주회,서울레이디스싱어즈,https://www.sac.or.kr/site/main/show/show_view?SN=46649,IBK챔버홀,합창,2022-11-25,2022-11-25,2021-07-14
KT와 함께하는 예술의전당 마음을 담은 클래식(11월),예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=45387,콘서트홀,클래식,2022-11-25,2022-11-25,2021-02-09
김윤정 피아노 독주회,영음예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=46947,인춘아트홀,독주,2022-11-25,2022-11-25,2021-08-13
KBS교향악단 제784회 정기연주회,(재)KBS 교향악단,https://www.sac.or.kr/site/main/show/show_view?SN=46651,콘서트홀,클래식,2022-11-24,2022-11-24,2021-07-14
디 알토 앙상블 창단연주회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=49088,인춘아트홀,실내악,2022-11-24,2022-11-24,2022-07-28
2022 한국피아노듀오협회 제19회 스페셜 콘서트,한국피아노듀오협회,https://www.sac.or.kr/site/main/show/show_view?SN=46653,IBK챔버홀,실내악,2022-11-24,2022-11-24,2021-07-15
황인영 바이올린 독주회,(주)마스트미디어,https://www.sac.or.kr/site/main/show/show_view?SN=46652,리사이틀홀,독주,2022-11-24,2022-11-24,2021-07-15
소프라노 손지수 독창회 - Fetes galantes 우아한 축제,(주)스톰프뮤직,https://www.sac.or.kr/site/main/show/show_view?SN=46948,인춘아트홀,클래식,2022-11-24,2022-11-24,2021-08-13
Livento Quartet 기획연주회 with 작곡가일번지,리벤토현악사중주,https://www.sac.or.kr/site/main/show/show_view?SN=48563,인춘아트홀,실내악,2022-11-23,2022-11-23,2022-05-27
서울챔버뮤직소사이어티 네번째 공연,서울챔버뮤직소사이어티,https://www.sac.or.kr/site/main/show/show_view?SN=46655,IBK챔버홀,실내악,2022-11-23,2022-11-23,2021-07-16
한중 수교 30주년 기념공연,문화체육관광부,https://www.sac.or.kr/site/main/show/show_view?SN=49204,콘서트홀,클래식,2022-11-23,2022-11-23,2022-09-16
김진경 첼로 독주회,조인클래식,https://www.sac.or.kr/site/main/show/show_view?SN=46656,리사이틀홀,독주,2022-11-23,2022-11-23,2021-07-16
마리아 조앙 피레스 피아노 리사이틀,(주)인아츠프로덕션,https://www.sac.or.kr/site/main/show/show_view?SN=46654,콘서트홀,독주,2022-11-23,2022-11-23,2021-07-14
제10회 성정콘서트,"재단법인 성정문화재단, 성정태극후원회",https://www.sac.or.kr/site/main/show/show_view?SN=46659,IBK챔버홀,클래식,2022-11-22,2022-11-22,2021-07-12
마리아 조앙 피레스 피아노 리사이틀,(주)인아츠프로덕션,https://www.sac.or.kr/site/main/show/show_view?SN=46657,콘서트홀,독주,2022-11-22,2022-11-22,2021-07-14
피아니스트 심은별  Modern Composer 시리즈 I,ensemblian,https://www.sac.or.kr/site/main/show/show_view?SN=47522,인춘아트홀,실내악,2022-11-22,2022-11-22,2021-12-16
남유리나 첼로 독주회,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=46658,리사이틀홀,독주,2022-11-22,2022-11-22,2021-07-13
스페셜데이 콘서트,-,https://www.sac.or.kr/site/main/show/show_view?SN=45388,콘서트홀,뮤지컬,2022-11-22,2022-11-22,2021-02-09
김수영 피아노 독주회,J&R예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=46949,인춘아트홀,독주,2022-11-22,2022-11-22,2021-08-13
지브리 페스티벌,(주)스톰프뮤직,https://www.sac.or.kr/site/main/show/show_view?SN=46663,콘서트홀,클래식,2022-11-20,2022-11-20,2021-07-13
허정인 첼로 독주회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=46662,리사이틀홀,독주,2022-11-20,2022-11-20,2021-07-15
하세연 첼로 독주회,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=46661,리사이틀홀,독주,2022-11-20,2022-11-20,2021-07-13
피아니스트 김진석 베토벤 시리즈 5,GAONCLASSIC,https://www.sac.or.kr/site/main/show/show_view?SN=46660,IBK챔버홀,교향곡,2022-11-20,2022-11-20,2021-07-15
2022 앙상블 로맨티코 콘서트,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=46950,인춘아트홀,실내악,2022-11-20,2022-11-20,2021-08-12
김남중 비올라 독주회 - 활이 춤춘다 VII 단순한 열정,이든예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=46666,리사이틀홀,독주,2022-11-19,2022-11-19,2021-07-15
손창인 콘트라베이스 독주회,조인클래식,https://www.sac.or.kr/site/main/show/show_view?SN=46667,리사이틀홀,독주,2022-11-19,2022-11-19,2021-07-16
서울챔버오케스트라 제99회 정기연주회,서울챔버오케스트라,https://www.sac.or.kr/site/main/show/show_view?SN=46665,IBK챔버홀,클래식,2022-11-19,2022-11-19,2021-07-16
노부스 콰르텟 베토벤 현악사중주 전곡 연주 5,주식회사 목프로덕션,https://www.sac.or.kr/site/main/show/show_view?SN=46664,IBK챔버홀,실내악,2022-11-19,2022-11-19,2021-07-16
신세계와 함께하는 2022 예술의전당 토요콘서트,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=45386,콘서트홀,클래식,2022-11-19,2022-11-19,2021-02-09
안영지 플루트 독주회,음악교육신문사,https://www.sac.or.kr/site/main/show/show_view?SN=47818,인춘아트홀,독주,2022-11-19,2022-11-19,2022-02-11
샤를 리샤르-아믈랭 피아노 리사이틀,(주)더브릿지컴퍼니,https://www.sac.or.kr/site/main/show/show_view?SN=46668,콘서트홀,독주,2022-11-18,2022-11-18,2021-07-16
장부미 피아노 독주회,지클레프,https://www.sac.or.kr/site/main/show/show_view?SN=46951,인춘아트홀,독주,2022-11-18,2022-11-18,2021-08-13
이종은 귀국 피아노 독주회,예인예술기획,https://www.sac.or.kr/site/main/show/show_view?SN=46670,리사이틀홀,독주,2022-11-18,2022-11-18,2021-07-16
국립합창단 신진지휘자 초청연주회,(재)국립합창단,https://www.sac.or.kr/site/main/show/show_view?SN=46669,IBK챔버홀,합창,2022-11-18,2022-11-18,2021-07-14
국립현대무용단 - 작꾸 둥굴구 서뚜르게 x 스텝업,재단법인국립현대무용단,https://www.sac.or.kr/site/main/show/show_view?SN=45138,자유소극장,무용,2022-11-18,2022-11-27,2020-12-22
피아니스트 송영민과 함께 하는 한별콩쿠르 입상자 콘서트 별의 시간,주식회사야기웍스,https://www.sac.or.kr/site/main/show/show_view?SN=47819,인춘아트홀,클래식,2022-11-17,2022-11-17,2022-02-10
예술의전당 콘서트 오페라 <운명의 힘>,예술의전당,https://www.sac.or.kr/site/main/show/show_view?SN=45385,콘서트홀,오페라,2022-11-17,2022-11-17,2021-02-09
강석원 귀국 클라리넷 독주회,투픽스,https://www.sac.or.kr/site/main/show/show_view?SN=46671,리사이틀홀,독주,2022-11-17,2022-11-17,2021-07-14
